CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
1119	1714	7	0.8834	0.844
1119	2098	7	0.8509	-0.000
1451	2101	7	0.9989	-0.000
1688	2101	7	0.9824	-0.000
1851	2101	7	0.9904	0.000
2010	2101	7	0.9612	0.177
2020	2101	7	0.9652	0.140
93	2101	7	0.8864	-23.016
277	2101	7	0.9722	-0.000
2073	2101	7	0.9753	0.140
9	243	7	0.8871	-14.016
127	243	7	0.8902	-14.015
232	243	7	0.8784	14.016
243	321	7	0.8808	14.015
243	391	7	0.8733	14.016
243	489	7	0.8746	14.015
35	322	7	0.8715	-15.972
35	367	7	0.8616	-15.972
1451	2010	7	0.9592	-0.177
1688	2010	7	0.9514	-0.177
1851	2010	7	0.9596	-0.177
2010	2020	7	0.9633	0.037
2010	2073	7	0.9546	0.036
4	2010	7	0.94	-0.000
277	2010	7	0.9419	-0.177
63	75	7	0.8421	-26.000
73	75	7	0.9093	-41.027
75	76	7	0.9407	-1.995
322	367	7	0.9158	0.000
45	127	7	0.841	-94.919
45	2478	7	0.863	-79.068
1451	2020	7	0.9645	-0.140
1688	2020	7	0.9845	-0.140
1851	2020	7	0.9636	-0.140
1940	2020	7	0.9071	-0.000
2020	2073	7	0.9815	-0.000
4	2020	7	0.8844	0.037
277	2020	7	0.951	-0.140
9	321	7	0.9697	-0.000
127	321	7	0.972	0.000
321	391	7	0.9551	0.000
321	489	7	0.9586	0.000
79	84	7	0.9056	-17.003
79	2478	7	0.8518	-47.119
4	1851	7	0.8763	0.177
4	2073	7	0.8739	0.036
64	74	7	0.9329	18.011
64	76	7	0.9374	-23.016
1688	1940	7	0.9023	-0.140
1940	2073	7	0.8867	-0.000
591	1940	7	0.8777	-0.036
1849	2097	7	0.9732	-0.000
1849	2740	7	0.9211	-0.000
1849	2911	7	0.876	-0.000
81	1849	7	0.8789	-0.000
235	1849	7	0.9419	-0.000
796	1849	7	0.8912	0.083
235	2740	7	0.8704	-0.000
796	2740	7	0.8493	0.082
2097	2740	7	0.9455	-0.000
2740	2911	7	0.9267	0.000
9	489	7	0.972	-0.000
127	489	7	0.9787	0.000
391	489	7	0.9559	-0.000
426	489	7	0.8457	29.955
3	1714	7	0.9271	-0.000
3	1850	7	0.9034	-0.844
3	2255	7	0.9008	-0.844
3	2591	7	0.9337	-0.845
84	578	7	0.8735	-0.000
470	578	7	0.863	-0.967
578	1714	7	0.8491	0.844
578	1850	7	0.9635	-0.000
578	2098	7	0.9799	-0.000
578	2255	7	0.9691	-0.000
578	2591	7	0.9084	-0.002
62	63	7	0.8618	-41.027
63	76	7	0.87	-27.995
93	491	7	0.9377	-0.000
9	391	7	0.9622	0.000
127	391	7	0.9706	0.000
73	74	7	0.9392	-1.995
52	54	7	0.9635	-23.016
30	62	7	0.9044	8.008
62	72	7	0.8808	-4.979
62	208	7	0.862	-8.008
1714	2098	7	0.8643	-0.844
1850	2098	7	0.9733	0.000
470	2098	7	0.8653	-0.967
2098	2255	7	0.9818	-0.000
2098	2591	7	0.9335	-0.002
81	235	7	0.9224	-0.000
235	2097	7	0.9484	-0.000
1451	2073	7	0.9747	-0.140
1688	2073	7	0.9839	-0.140
1851	2073	7	0.9739	-0.140
277	2073	7	0.9545	-0.140
470	1714	7	0.8631	-0.123
470	1850	7	0.906	-0.967
470	2255	7	0.9068	-0.967
470	2591	7	0.8929	-0.968
9	426	7	0.8482	-29.955
164	426	7	0.8967	-0.000
208	426	7	0.8423	19.987
378	426	7	0.9318	-0.000
426	669	7	0.8656	0.000
2799	2831	7	0.8818	0.000
2097	2911	7	0.891	-0.000
2591	2911	7	0.8491	2.017
30	157	7	0.8485	-27.995
31	157	7	0.9164	-0.000
157	208	7	0.8553	27.995
157	315	7	0.8843	0.000
157	369	7	0.908	0.000
52	1605	7	0.8881	-50.066
127	1605	7	0.8515	-74.106
378	669	7	0.8727	-0.000
74	76	7	0.9011	-41.027
164	378	7	0.8995	0.000
1714	1850	7	0.9545	-0.844
1714	2255	7	0.959	-0.844
1714	2591	7	0.9607	-0.845
9	127	7	0.9805	-0.000
1850	2255	7	0.9887	0.000
2255	2591	7	0.9613	-0.002
1451	1851	7	0.9889	-0.000
1688	1851	7	0.9813	-0.000
277	1851	7	0.9702	-0.000
1451	1688	7	0.9824	0.000
277	1688	7	0.9705	0.000
591	1688	7	0.8997	0.104
93	277	7	0.9004	-23.016
277	591	7	0.8905	-0.104
277	1451	7	0.9748	0.000
95	591	7	0.8679	-0.104
30	208	7	0.939	-0.000
31	208	7	0.8612	27.995
44	208	7	0.8899	-31.950
208	315	7	0.8549	-27.995
208	367	7	0.8433	0.000
208	369	7	0.8507	-27.995
208	497	7	0.8741	-0.180
81	2097	7	0.8868	-0.000
796	2097	7	0.8891	0.083
30	31	7	0.8802	-27.995
30	44	7	0.8838	31.950
30	315	7	0.8717	-27.995
30	369	7	0.8607	-27.995
30	497	7	0.88	-0.180
31	315	7	0.9039	0.000
315	369	7	0.929	0.000
1850	2591	7	0.9566	-0.002
1204	2799	7	0.8734	-0.001
81	93	7	0.8484	-6.995
31	369	7	0.9451	0.000
93	1451	7	0.8887	-23.016
3655	3771	8	0.9042	0.001
